youtube_id,title,is_premium,serie_id,channel_name,channel_handle,language
E7w2J1aM4aI,"¡Ella no está para cursilerías! | Masamune-kun's Revenge R (doblaje latino)",false,21,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
J0W1znH9G2E,"Merece ser protegida a toda costa 🥺 | Hell's Paradise: Jigokuraku (Doblaje castellano)",false,61,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
NtgqaZ5Ej_4,"Lo que tú sientes se llama obsesión 🎶 | The Quintessential Quintuplets (doblaje latino)",false,127,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
NStlgipzCpY,"¿Un besito?😳  | Dr.  STONE NEW WORLD (Doblaje castellano)",false,67,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
gAzUys5ylkM,"Mucho gusto, soy Marin | My Dress-Up Darling (doblaje en español)",false,75,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
JmhLcclAOdc,"La elegancia y habilidad de Cha Hae-in 🧢✨ | Solo Leveling (Doblaje castellano)",false,2,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
i66mFtRF_Oc,"Yor Envíos Express | SPY x FAMILY (Doblaje castellano)",false,43,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
N4TpY5cBSJw,"¿Atraparon a Yoshino? 😱 | Masamune-kun's Revenge R (doblaje latino)",false,21,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
LzNt9lKozgk,"Y así surgió el amor ❤ | My Dress- Up Darling (Doblaje castellano)",false,75,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
HliFL9lV5bQ,"Fantasmas del pasado 💔 | Frieren: Tras finalizar el viaje (Doblaje castellano)",false,55,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
zWtThxfX_iU,"¡AY NO, ME MIMÍ! | SPY x FAMILY (doblaje latino)",false,43,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
n1j9Gt3Cwv0,"¡No permitas que los colágenos se te acerquen! | Uzaki-chan Wants to Hang Out! (doblaje latino)",false,44,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
cuH2pAXSLHc,"""Qué ojos redondos más bonitos"" 🤣 | SPY x FAMILY Temporada 2 (Doblaje castellano)",false,43,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
iKtAFs8N3I8,"El anime es pura MAGIA ❤ | Frieren: Tras finalizar el viaje (Doblaje castellano)",false,55,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
nUjp2Usp2wU,"Este anime te hará llorar 😢 | Frieren: Tras finalizar el viaje (Doblaje castellano)",false,55,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
UMuUs8JPbqI,"¿Es la legendaria PLAYERA DEL NOVIO? 😱👕 | More than a Married Couple, but Not Lovers.",false,45,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
3XUKmqUDEZc,"Una promesa de 50 años | Frieren: Más allá del final del viaje (doblaje latino)",false,55,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
8EOuQXEF9HQ,"¡Mini le sabe a las celebraciones! | Rent-a-Girlfriend Temporada 3",false,1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
Az-SxxsDkxg,"¿Muy boba para ser villana?| My Next Life as a Villainess: All Routes Lead to Doom! (doblaje latino)",false,-1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
UrGNcDC7aSQ,"Deja que Makima te enseñe... | Chainsaw Man (Doblaje castellano)",false,58,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
znqhC7mFcLE,"Golpe de calor | My Dress- Up Darling (doblaje en español)",false,75,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
aRanlPxlir4,"Nobara contra Momo | JUJUTSU KAISEN (doblaje castellano)",false,76,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
dWms0IgRseQ,"¡A eso le llamo ganar con el elemento sorpresa! | My Tiny Senpai (doblaje latino)",false,128,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
6ZINMy5Gft8,"Déjame capturo esta humillación 🎥 | Don't Toy With Me, Miss Nagatoro 2nd Attack (doblaje latino)",false,3,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
rCId0X6wDwk,"Los increíbles poderes de Mob | Mob Psycho 100 (doblaje castellano)",false,13,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
NgiqCpiUIoo,"A falta de termómetro... 🙊 | Don't Toy With Me, Miss Nagatoro 2nd Attack (doblaje latino)",false,3,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
qrTEgCkn584,"Esta vez no lo perdonaré | JUJUTSU KAISEN (Doblaje castellano)",false,76,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
F-gmHHNIAQE,"Hoy en su telenovela favorita... | Why Raeliana Ended Up at the Duke's Mansion (doblaje latino)",false,41,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
LAo7Q3nnYZQ,"¡No vayas a chocar con el techo, Jirafales! | Haikyu!! (doblaje latino)",false,54,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
NtgqaZ5Ej_4,"Lo que tú sientes se llama obsesión 🎶 | The Quintessential Quintuplets (doblaje latino)",false,127,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
vHA-LrSEa78,"¡¿Yor es la MEJOR mamá del mundo?! | SPY x FAMILY (doblaje latino)",false,43,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
bpQX-BSOXk0,"El origen del meme | Dragon Ball Z (doblaje latino)",false,108,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
djrYjEwBexI,"¡Él ya no puede vivir sin mí! | Uzaki-chan Wants to Hang Out! (doblaje latino)",false,44,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
UfWG8HwG0GM,"Doy clases de clarividencia los jueves, no cobro mucho | Chainsaw Man (doblaje latino)",false,58,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
vwfcveeI9Dk,"La hora de ultratumba | Noragami (doblaje en español)",false,-1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
lbJw0WvoBsc,"El Senpai ahora quiere ser héroe | CLASSROOM FOR HEROES (doblaje latino)",false,-1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
FvfXE4XUHvw,"¡Cuidado senpai, aquí antojan! | Don't Toy With Me, Miss Nagatoro 2nd Attack (doblaje latino)",false,3,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
_0dfw978fCA,"¡Así se escucha Haikyu en latino! | Haikyu!! (doblaje latino)",false,54,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
XLRT0XjYxEQ,"¡Huele a peligro! 🤠 | Rent-A-Girlfriend Temporada 2 (doblaje latino)",false,1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
DI17cNLLFSY,"¿Dónde consigo una amiga así? 😱😱 | Rent-a-Girlfriend Temporada 3 (doblaje latino)",false,1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
8_qoInzAOvc,"Toma nota del Demonio Ángel 📝 | Chainsaw Man (Doblaje castellano)",false,58,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
7EquyWgWito,"Confesión de amor de Ram l Re:ZERO 2 (doblaje en español)",false,107,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
BYxF0FJmmA8,"Así empieza todo | JUJUTSU KAISEN (Doblaje en castellano)",false,76,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
zFdeXeij7SI,"No tienes que ocultar tu cicatriz | Hell's Paradise (doblaje latino)",false,61,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
-2Kbr8r0Pc0,"Mi corazón es delicado...🎶 | Love of Kill (doblaje en español)",false,4,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
N-i5U24rmXw,"¡TRÁGAME, TIERRA! 😩 | More than a Married Couple, but Not Lovers. (doblaje latino)",false,45,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
BBrYBqNpNDg,"Siempre te he amado | Tokyo Revengers (doblaje en español)",false,18,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
tGND8g1lXpw,"¡Ya siéntese señor! 👴 | Uzaki-chan Wants to Hang Out! Season 2 (doblaje latino)",false,44,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
C0ExSpySgA4,"Yo también he utilizado esa técnica 😴 | More than a Married Couple, but Not Lovers. (doblaje latino)",false,45,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
_rPVGvLiHLI,"¿Por qué no se sienta, señor Ainz? 😏| Overlord IV (doblaje en español)",false,111,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
tOP9fUl0Alc,"¿Publicidad descarada? 🤠 | Rent-a-Girlfriend - Temporada 2 (doblaje latino)",false,1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
B95_m0OetoQ,"La bruja del fuego infernal | The Case Study of Vanitas (doblaje en español)",false,68,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
FNS1coahELE,"¿Soy una chica linda? | Mob Psycho 100 (sub. español)",false,13,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
rJgxG0ra9LU,"Podrás tener mi cuerpo pero jamás mi corazón | KONOSUBA (doblaje en español)",false,113,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
LLBTfz0gJKQ,"Yor está catastrofrizando | SPY x FAMILY (doblaje latino)",false,43,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
h8EigCCqJm4,"Que te rajo, Denji | Chainsaw Man (Doblaje castellano)",false,58,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
Bc_R3tKiobQ,"Q-Quiero que me abraces | TONIKAWA (doblaje en español)",false,30,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
-j7fE1ZoHCo,"Yor y Yuri | SPY x FAMILY (doblaje en español)",false,43,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
D72gNInlNHk,"Vaya... comenzó a llover. 😭 | To Your Eternity Temporada 2 (doblaje latino)",false,7,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
yyHZmih850Y,"¡Tenemos una SEXTA hermana! | The Quintessential Quintuplets (doblaje latino)",false,127,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
593vF1Jz4X4,"Terapia de pareja | Kaguya-Sama: Love Is War -Ultra Romantic- (doblaje en español)",false,29,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
_TOXKF_Zd9o,"Tuve ese sueño otra vez 🥺 | More than a Married Couple, but Not Lovers. (doblaje latino)",false,45,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
TB30ilE57Dw,"¿Aceptas besos como pago? | The Quintessential Quintuplets (doblaje latino)",false,127,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
YHST1QB_qVI,"¡¿Qué se le paró qué?! 😳 | DON'T TOY WITH ME, MISS NAGATORO 2nd Attack (doblaje)",false,3,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
MXyKMMa-8M4,"¿Te convertirás en mi mascota? | Chainsaw Man (doblaje latino)",false,58,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
NEs-ndhROAg,"Con permiso | Love After World Domination (doblaje en español)",false,-1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
ymUzyi9207A,"¡Desnúdate! | TONIKAWA (doblaje en español)",false,30,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
71h6KLOTGYk,"Flojito y cooperando | Science Fell in Love, So I Tried to Prove It r=1-sinθ (doblaje en español)",false,-1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
6ZINMy5Gft8,"Déjame capturo esta humillación 🎥 | Don't Toy With Me, Miss Nagatoro 2nd Attack (doblaje latino)",false,3,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
vLRkfYVWfMo,"Eres un cochino | TONIKAWA (doblaje en español)",false,30,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
a2uDFjtW6v0,"Tú y yo viendo Crunchyroll, no sé, piénsalo 😏 | Rent-a-Girlfriend  Temporada 2 (doblaje en español)",false,1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
E0FmyNSeGkA,"💖GODSumi💖 | Rent-a-Girlfriend Temporada 3",false,1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
pNRP0z8IwHQ,"Declaración de Guerra | Attack on Titan (doblaje en español)",false,87,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
A-iHLrmG10A,"Gojo vs Sukuna | JUJUTSU KAISEN (Doblaje en castellano)",false,76,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
hSZ0gyLYbAs,"En ese momento, Kazuya sintió el verdadero terror | Rent-a-Girlfriend - Temporada 2 (doblaje latino)",false,1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
GsjI7vXUEmU,"Batalla entre el bien y el mal | The Rising of the Shield Hero (doblaje en español)",false,37,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
p3WxkloVHw8,"¡¿Por qué me estoy riendo de esto?! 😂 | Life Lessons with Uramichi Oniisan (doblaje latino)",false,-1,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
vf4smoPQfMw,"Gokú siendo Gokú | Dragon Ball DAIMA",false,105,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
bI92UOiQybo,"¿Dónde está el báculo sagrado? | Dragon Ball DAIMA",false,105,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
vjIPKRmh3Tc,"Ni los cuartos de final me tienen tan tenso | BLUE LOCK Temporada 2",false,53,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
ulIUup3n7g4,"¡Dragon Ball DAIMA en ESPAÑOL!",false,105,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
wTmTN31DQ6g,"Shinra vs Burns | Fire Force",false,94,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
Uwy5k_6cE6o,"Garfiel vs Kurgan | Re:ZERO -Starting Life in Another World-",false,107,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
azpZKw7-Cgw,"Condenado a la zona de AMIGOS | Gorilla God's Go To Girl",false,123,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
mKg3cJEpQ6o,"¡Mash se aventó los prohibidos! | MASHLE: MAGIC AND MUSCLES",false,86,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
DUmIWo5TBi4,"¡Comienza la guerra por el maíz! | Dr. STONE SCIENCE FUTURE",false,67,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
rNsOEHHkCDo,"Jinwoo vs Cerberus | Solo Leveling",false,2,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
wvDyE_aOS8E,"¡¿D-D-D DE VERDAD LE CORTÓ EL BRAZO? | The Brilliant Healer's New Life in the Shadows",false,122,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
g-PNlvE8aDs,"¡BESO TRIPLE! | The 100 Girlfriends Who Really REALLY Love You",false,56,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
dJCW9qAT1tY,"Ayyyy que ternura, él solo quiere que le den la manito | My Hero Academia: Vigilantes",false,88,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
IJ045IFNWOo,"Morir de amor... literalmente | The 100 Girlfriends Who Really, Really, Really, REALLY Love You",false,56,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
vmiCrTcy7S4,"Las prioridades de Death the Kid son diferentes | Soul Eater",false,110,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
qzRTLjmfCac,"Dale 10 segundos a Senku y se arma un chaleco antibalas | Dr. STONE",false,67,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
ae-l3rqGyEw,"Peleas épicas de anime presenta: Belle VS Kir | Bye Bye, Earth",false,16,"Crunchyroll in Spanish",@CrunchyrollenEspañol,es
