youtube_id,title,is_premium,serie_id,channel_name,channel_handle,language
3aXuVOOZDyg,"She Said What They Were All Thinking | The Shiunji Family Children",false,132,"Crunchyroll",@crunchyroll,ja
G0tcHhkCzaM,"Satako Learns How To Get Likes Online | A Ninja and an Assassin Under One Roof",false,135,"Crunchyroll",@crunchyroll,ja
H6SknUXvbG4,"The Upside to a Dead Mom??? | The Shiunji Family Children",false,132,"Crunchyroll",@crunchyroll,ja
c7Kg-bRWYTU,"Your First Time Freeway Driving, a Reenactment | Food for the Soul",false,93,"Crunchyroll",@crunchyroll,ja
YeRTG8X7usc,"She Gave Him The Scumbag Test | The Shiunji Family Chlidren",false,132,"Crunchyroll",@crunchyroll,ja
vO8HWuqjy9k,"The Myth of “Consensual” Yuri | A Ninja and an Assassin Under One Roof",false,135,"Crunchyroll",@crunchyroll,ja
klahzGLE7SI,"Need Tomboy | A Ninja and an Assassin Under One Roof",false,135,"Crunchyroll",@crunchyroll,ja
7hY-qKFERoE,"Social Anxiety Dance | Food for the Soul",false,93,"Crunchyroll",@crunchyroll,ja
BdTiQVVPblQ,"Evil Ex | Rent-a-Girlfriend",false,1,"Crunchyroll",@crunchyroll,ja
g6Y8ijxlcDo,"JUST Cup Noodles?! | Kowloon Generic Romance",false,96,"Crunchyroll",@crunchyroll,ja
4P1WIZrXI90,"An Innocent Game of Sibling Twister | The Shiunji Family Children",false,132,"Crunchyroll",@crunchyroll,ja
Gk30NUs9oRI,"Jinshi's True Identity | The Apothecary Diaries",false,70,"Crunchyroll",@crunchyroll,ja
dky7aaqjJPU,"Arata Pins Ouka | The Shiunji Family Children",false,132,"Crunchyroll",@crunchyroll,ja
_Md3jhbJO44,"Our Girlfriends are Being Replaced by AI | A Ninja and an Assassin Under One Roof",false,135,"Crunchyroll",@crunchyroll,ja
0-U_Q17ZHyg,"Worlds Greatest Sheep Fan | Food for the Soul",false,93,"Crunchyroll",@crunchyroll,ja
BZXu9EBbViU,"“Hey Can I Ask you Something?” | I Left My A-Rank Party",false,134,"Crunchyroll",@crunchyroll,ja
tCVqHb-Dkbc,"100 Men vs 1 Gorilla Girl | The Gorilla God’s Go-To Girl",false,136,"Crunchyroll",@crunchyroll,ja
_MXtB5uS9dg,"""They Don't Know I Want My Brother"" | The Shiunji Family Chlidren",false,132,"Crunchyroll",@crunchyroll,ja
