youtube_id,title,is_premium,serie_id
NVGOIGsQxTw,"Ich werde euch töten! | The Rising of the Shield Hero",false,37
SC-BS65OAVo,"Ren verliert den Verstand | The Rising of the Shield Hero",false,37
YRTDLAYuJTU,"Alle lieben Idol Filo | The Rising of the Shield Hero",false,37
ql8lxqKjZK0,"Raphtalia dreht auf | The Rising of the Shield Hero",false,37
EY6i4l28cn4,"Raphtalia ist geschrumpft | The Rising of the Shield Hero",false,37
K-Vih8u1nu8,"POV: Marin ärgert dich | My Dress-Up Darling",false,75
G4Vq7knHF5g,"Gojo hat eine Freundin?! | My Dress-Up Darling",false,75
zZhYvWx-4uY,"Steh zu deinem Hobby! | My Dress-Up Darling",false,75
WA2uMoAxZEo,"Das 1. Mal mit einem Mädchen im Bett | The Legendary Hero is Dead!",false,48
qO_PdCXjvmU,"Jin-Woo Sung wird zum Monster | Solo Leveling",false,2
TOSQjKT9HC0,"Seine Sinne sind ihre Rettung | Solo Leveling",false,2
Hwn2pgJ9a_s,"Sie ist so cool!" | Solo Leveling",false,2
1WUEH3-lY6o,"Ein Wurf und die Verteidigung ist gebrochen | Solo Leveling",false,2
wtUreM-PA_w,"Renn um dein Leben | Solo Leveling",false,2
Y1HXrFvYwEI,"Magie kann Muskeln nichts anhaben | MASHLE: MAGIC AND MUSCLES",false,86
HaRVoJdVjEE,"Power lebt nach ihren eigenen Regeln | Chainsaw Man",false,58
uWmRR5DzjNY,"Denji zielt immer auf die Nüsse | Chainsaw Man",false,58
Q_1SdLqX6ro,"Makimas Männertyp | Chainsaw Man",false,58
l1lndlqQLzI,"Der Katana Teufel | Chainsaw Man",false,58
MqPpqpJk8NE,"Denji Power: Tierfreunde | Chainsaw Man",false,58
QmaqhPWRUCE,"Denji gegen die Fledermaus | Chainsaw Man",false,58
F8vH8A-0rMY,"Die Teufelsjagd bringt am meisten Geld | Chainsaw Man",false,58
wdFOKWkQeEk,"Engels-Teufel | Chainsaw Man",false,58
OGk8lnBKTCI,"Kobeni geht voll ab! | Chainsaw Man",false,58
G7C_l8GVtwc,"Unanständige Dinge | Chainsaw Man",false,58
zcNu1wx_zes,"Die wahren Freuden eines Trash-Games | Shangri-La Frontier",false,66
igBSJ-ZPY6s,"Vom Häschen zum Bunny-Girl | Shangri-La Frontier",false,66
E6qBaIK-liY,"Warum bist du fast nackt?! | Shangri-La Frontier",false,66
NUHA9XJnXcw,"Sie will mit ihm befreundet sein! | Shangri-La Frontier",false,66
N9VpM_Y0dHU,"Rakuros Familie | Shangri-La Frontier",false,66
tPLAd8GhC4w,"Keine Abenteuer für Anya | SPY x FAMILY",false,43
sQcdJZ34uVY,"Anyas erste Mission | SPY x FAMILY",false,43
QDtdJqcJjl0,"Heh | SPY x FAMILY",false,43
Lw5A4ExWAEI,"Die Ohrfeige | SPY x FAMILY",false,43
tgdNc5_06ec,"Süße Träume, Anya | SPY x FAMILY",false,43
R_rBtQsYJcc,"Loid VS Yor | SPY x FAMILY",false,43
q2iyJk9cSks,"Neuer Agent | SPY x FAMILY",false,43
7XyW7IHHtZc,"Bombenentschärfungsteam Anya | SPY x FAMILY",false,43
qKk9iDC4hko,"Fionas wahren Gefühle | SPY x FAMILY",false,43
9LCgiYz_2JU,"Daybreak | SPY x FAMILY",false,43
7YH5D3-_eeg,"Papa braucht Klopapier! | SPY x FAMILY",false,43
ystlFYySglY,"Anya verdient auch die Anerkennung! | SPY x FAMILY",false,43
NxxiXmsxfhw,"SEHR ELEGANT | SPY x FAMILY",false,43
goCM3n3Le6U,"Gefährliche Dornen | SPY x FAMILY",false,43
u_Gm7GknTLI,"Yor ist die BESTE Mama der Welt !?? | SPY x FAMILY",false,43
iaWLA7RTCLA,"Anya ist verschwunden! | SPY x FAMILY",false,43
u67RMaEV11k,"Rettungsmission! | SPY x FAMILY",false,43
p_mKTXaZwqU,"GRATULATION | SPY x FAMILY",false,43
yoUvnOKL7fU,"Dieses Gesicht... | SPY x FAMILY",false,43
n2GtCXfR79o,"Niedlichkeit im Überfluss | SPY x FAMILY",false,43
UBn9Zgl26yk,"Yors Hintern schmerzt | SPY x FAMILY",false,43
_Nynnpg4M6c,"Yuri ist in Schwierigkeiten! | SPY x FAMILY",false,43
ngmxhErVfbo,"Ein Abschiedskuss für Pluspunkte | More than a Married Couple, but Not Lovers.",false,45
Oj0z9HolERE,"Kann ich auf dich zählen? | More than a Married Couple, but Not Lovers.",false,45
W9_IzAy0C4c,"Rang A im Ehepartnertraining | More than a Married Couple, but Not Lovers.",false,45
G8FMCasuQtA,"Umziehen im Dunkeln | More than a Married Couple, but Not Lovers.",false,45
EEhPT0gj-nk,"Wenn Nasenbluten dich rettet | More than a Married Couple, but Not Lovers.",false,45
brIxbb0zFfw,"KAMEHAMEHA | Meine Wiedergeburt als Schleim in einer anderen Welt",false,14
ZADgEUm6kzM,"Er ist so stark, dass sein Schatten verschwand | Parallel World Pharmacy",false,63
HolleK3iP_I,"Die Medizin der Welt widerlegen | Parallel World Pharmacy",false,63
T1Fj6HhMpsI,"Die Sekretärin | Meine Wiedergeburt als Schleim in einer anderen Welt",false,14
YpZn9Bil9gU,"Herzlich Willkommen | Meine Wiedergeburt als Schleim in einer anderen Welt",false,14
CPjjh3EHwAk,"Beschworen | Meine Wiedergeburt als Schleim in einer anderen Welt",false,14
p0R5OgS0-xM,"Der Kuss eines Prinzen | The 100 Girlfriends Who Really, REALLY Love You",false,56
iOwdoQwXu40,"Seine Berührung raubt ihr den Verstand | The 100 Girlfriends Who REALLY Love You",false,56
UcO6hcjbkjM,"Tsundere vs. Lügendetektor | The 100 Girlfriends Who Really, REALLY Love You",false,56
uLJwCRnlLiM,"Ein KUSS?! | The 100 Girlfriends Who Really, REALLY Love You",false,56
VorT0umNl8Q,"Die Romanze beginnt | Trapped in a Dating Sim",false,60
t9lj8UR-WlU,""Guter Schlag!" | HAIKYU‼ TO THE TOP",false,54
MlKAmDWT_cQ,"Armin konfrontiert Eren mit seinem Verlangen | Attack on Titan",false,87
3Kw8lKCfSo0,"Die Überraschung im Bad | A Couple of Cuckoos",false,69
XCzzXXRRoQE,"Teuflische Ex-Freundin | Rent-a-Girlfriend",false,1
ufHwmW5A-ds,"Geheime Abmachung | Classroom of the Elite",false,51
wJepvMBS_28,"Ich habe keine Freunde | Classroom of the Elite",false,51
MUJv4JFszJU,"Ich werde sie alle retten! | My Hero Academia",false,88
5BZ8m8Ky2Bs,"Los, kämpfen wir! | Black Clover",false,74
a6LjWDXV7Xw,"Das schmerzvolle Lächeln | Mushoku Tensei: Jobless Reincarnation",false,73
eczKHDIQ_fg,"Er wird vom Unglück verfolgt | Mushoku Tensei: Jobless Reincarnation",false,73
